20221115235353,10.0.0.1,41610,10.0.0.4,5001,1,0.0-1.0,19486524,155892192
20221115235354,10.0.0.1,41610,10.0.0.4,5001,1,1.0-2.0,9517872,76142976
20221115235355,10.0.0.1,41610,10.0.0.4,5001,1,2.0-3.0,8143496,65147968
20221115235356,10.0.0.1,41610,10.0.0.4,5001,1,3.0-4.0,7818448,62547584
20221115235357,10.0.0.1,41610,10.0.0.4,5001,1,4.0-5.0,7427488,59419904
20221115235358,10.0.0.1,41610,10.0.0.4,5001,1,5.0-6.0,7166848,57334784
20221115235359,10.0.0.1,41610,10.0.0.4,5001,1,6.0-7.0,3452728,27621824
20221115235400,10.0.0.1,41610,10.0.0.4,5001,1,7.0-8.0,6056120,48448960
20221115235401,10.0.0.1,41610,10.0.0.4,5001,1,8.0-9.0,5537848,44302784
20221115235402,10.0.0.1,41610,10.0.0.4,5001,1,9.0-10.0,5473440,43787520
20221115235403,10.0.0.1,41610,10.0.0.4,5001,1,10.0-11.0,5212048,41696384
20221115235404,10.0.0.1,41610,10.0.0.4,5001,1,11.0-12.0,4753672,38029376
20221115235405,10.0.0.1,41610,10.0.0.4,5001,1,12.0-13.0,2927688,23421504
20221115235406,10.0.0.1,41610,10.0.0.4,5001,1,13.0-14.0,2084368,16674944
20221115235407,10.0.0.1,41610,10.0.0.4,5001,1,14.0-15.0,2280600,18244800
20221115235408,10.0.0.1,41610,10.0.0.4,5001,1,15.0-16.0,2410920,19287360
20221115235409,10.0.0.1,41610,10.0.0.4,5001,1,16.0-17.0,3065528,24524224
20221115235410,10.0.0.1,41610,10.0.0.4,5001,1,17.0-18.0,4173248,33385984
20221115235411,10.0.0.1,41610,10.0.0.4,5001,1,18.0-19.0,4300560,34404480
20221115235412,10.0.0.1,41610,10.0.0.4,5001,1,19.0-20.0,4300560,34404480
20221115235413,10.0.0.1,41610,10.0.0.4,5001,1,20.0-21.0,5215056,41720448
20221115235414,10.0.0.1,41610,10.0.0.4,5001,1,21.0-22.0,5212800,41702400
20221115235415,10.0.0.1,41610,10.0.0.4,5001,1,22.0-23.0,4951408,39611264
20221115235416,10.0.0.1,41610,10.0.0.4,5001,1,23.0-24.0,4363464,34907712
20221115235417,10.0.0.1,41610,10.0.0.4,5001,1,24.0-25.0,4105080,32840640
20221115235418,10.0.0.1,41610,10.0.0.4,5001,1,25.0-26.0,4039920,32319360
20221115235419,10.0.0.1,41610,10.0.0.4,5001,1,26.0-27.0,4498296,35986368
20221115235420,10.0.0.1,41610,10.0.0.4,5001,1,27.0-28.0,2410920,19287360
20221115235421,10.0.0.1,41610,10.0.0.4,5001,1,28.0-29.0,4952160,39617280
20221115235422,10.0.0.1,41610,10.0.0.4,5001,1,29.0-30.0,5476448,43811584
20221115235423,10.0.0.1,41610,10.0.0.4,5001,1,30.0-31.0,5798488,46387904
20221115235424,10.0.0.1,41610,10.0.0.4,5001,1,31.0-32.0,6648576,53188608
20221115235425,10.0.0.1,41610,10.0.0.4,5001,1,32.0-33.0,6319768,50558144
20221115235426,10.0.0.1,41610,10.0.0.4,5001,1,33.0-34.0,5207536,41660288
20221115235427,10.0.0.1,41610,10.0.0.4,5001,1,34.0-35.0,4235400,33883200
20221115235428,10.0.0.1,41610,10.0.0.4,5001,1,35.0-36.0,4300560,34404480
20221115235429,10.0.0.1,41610,10.0.0.4,5001,1,36.0-37.0,4235400,33883200
20221115235430,10.0.0.1,41610,10.0.0.4,5001,1,37.0-38.0,4235400,33883200
20221115235431,10.0.0.1,41610,10.0.0.4,5001,1,38.0-39.0,4497544,35980352
20221115235432,10.0.0.1,41610,10.0.0.4,5001,1,39.0-40.0,5017320,40138560
20221115235433,10.0.0.1,41610,10.0.0.4,5001,1,40.0-41.0,4886248,39089984
20221115235434,10.0.0.1,41610,10.0.0.4,5001,1,41.0-42.0,3123168,24985344
20221115235435,10.0.0.1,41610,10.0.0.4,5001,1,42.0-43.0,2538232,20305856
20221115235436,10.0.0.1,41610,10.0.0.4,5001,1,43.0-44.0,1889640,15117120
20221115235437,10.0.0.1,41610,10.0.0.4,5001,1,44.0-45.0,2216192,17729536
20221115235438,10.0.0.1,41610,10.0.0.4,5001,1,45.0-46.0,2345760,18766080
20221115235439,10.0.0.1,41610,10.0.0.4,5001,1,46.0-47.0,2673064,21384512
20221115235440,10.0.0.1,41610,10.0.0.4,5001,1,47.0-48.0,2671560,21372480
20221115235441,10.0.0.1,41610,10.0.0.4,5001,1,48.0-49.0,1630504,13044032
20221115235442,10.0.0.1,41610,10.0.0.4,5001,1,49.0-50.0,4630120,37040960
20221115235443,10.0.0.1,41610,10.0.0.4,5001,1,50.0-51.0,4496040,35968320
20221115235444,10.0.0.1,41610,10.0.0.4,5001,1,51.0-52.0,4364968,34919744
20221115235445,10.0.0.1,41610,10.0.0.4,5001,1,52.0-53.0,5280216,42241728
20221115235446,10.0.0.1,41610,10.0.0.4,5001,1,53.0-54.0,5277960,42223680
20221115235447,10.0.0.1,41610,10.0.0.4,5001,1,54.0-55.0,5147640,41181120
20221115235448,10.0.0.1,41610,10.0.0.4,5001,1,55.0-56.0,5737088,45896704
20221115235449,10.0.0.1,41610,10.0.0.4,5001,1,56.0-57.0,4880984,39047872
20221115235450,10.0.0.1,41610,10.0.0.4,5001,1,57.0-58.0,4039920,32319360
20221115235451,10.0.0.1,41610,10.0.0.4,5001,1,58.0-59.0,4039920,32319360
20221115235452,10.0.0.1,41610,10.0.0.4,5001,1,59.0-60.0,3255744,26045952
20221115235452,10.0.0.1,41610,10.0.0.4,5001,1,60.0-62.7,56136,167297
20221115235452,10.0.0.1,41610,10.0.0.4,5001,1,0.0-62.7,286492652,36563203
