20221122035833,10.0.0.3,50708,10.0.0.4,5001,1,0.0-1.0,9699388,77595104
20221122035834,10.0.0.3,50708,10.0.0.4,5001,1,1.0-2.0,2596784,20774272
20221122035835,10.0.0.3,50708,10.0.0.4,5001,1,2.0-3.0,2535976,20287808
20221122035836,10.0.0.3,50708,10.0.0.4,5001,1,3.0-4.0,2541992,20335936
20221122035837,10.0.0.3,50708,10.0.0.4,5001,1,4.0-5.0,2737472,21899776
20221122035838,10.0.0.3,50708,10.0.0.4,5001,1,5.0-6.0,2801880,22415040
20221122035839,10.0.0.3,50708,10.0.0.4,5001,1,6.0-7.0,3325416,26603328
20221122035840,10.0.0.3,50708,10.0.0.4,5001,1,7.0-8.0,3583800,28670400
20221122035841,10.0.0.3,50708,10.0.0.4,5001,1,8.0-9.0,5348384,42787072
20221122035842,10.0.0.3,50708,10.0.0.4,5001,1,9.0-10.0,5277208,42217664
20221122035843,10.0.0.3,50708,10.0.0.4,5001,1,10.0-11.0,5212800,41702400
20221122035844,10.0.0.3,50708,10.0.0.4,5001,1,11.0-12.0,5082480,40659840
20221122035845,10.0.0.3,50708,10.0.0.4,5001,1,12.0-13.0,4886248,39089984
20221122035846,10.0.0.3,50708,10.0.0.4,5001,1,13.0-14.0,4690768,37526144
20221122035847,10.0.0.3,50708,10.0.0.4,5001,1,14.0-15.0,4691520,37532160
20221122035848,10.0.0.3,50708,10.0.0.4,5001,1,15.0-16.0,4430128,35441024
20221122035849,10.0.0.3,50708,10.0.0.4,5001,1,16.0-17.0,4627112,37016896
20221122035850,10.0.0.3,50708,10.0.0.4,5001,1,17.0-18.0,3450472,27603776
20221122035851,10.0.0.3,50708,10.0.0.4,5001,1,18.0-19.0,3583800,28670400
20221122035852,10.0.0.3,50708,10.0.0.4,5001,1,19.0-20.0,4303568,34428544
20221122035853,10.0.0.3,50708,10.0.0.4,5001,1,20.0-21.0,2149528,17196224
20221122035854,10.0.0.3,50708,10.0.0.4,5001,1,21.0-22.0,4430880,35447040
20221122035855,10.0.0.3,50708,10.0.0.4,5001,1,22.0-23.0,4299808,34398464
20221122035856,10.0.0.3,50708,10.0.0.4,5001,1,23.0-24.0,3516384,28131072
20221122035857,10.0.0.3,50708,10.0.0.4,5001,1,24.0-25.0,3584552,28676416
20221122035858,10.0.0.3,50708,10.0.0.4,5001,1,25.0-26.0,4631624,37052992
