1667616389.016448,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667616389.016495,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667616389.016507,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667616389.016520,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667616389.016530,s2-eth3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667616389.016540,s1-eth3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667616389.016565,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667616389.016575,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667616389.016599,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667616390.016839,lo,7777.00,7777.00,15554.00,7777,7777,61.00,61.00,122.00,61,61,0.00,0.00,0,0,62216.00,62216.00,124432.00,62216,62216
1667616390.016900,eth0,988.00,752.00,1740.00,752,988,8.00,7.00,15.00,7,8,0.00,0.00,0,0,7904.00,6016.00,13920.00,6016,7904
1667616390.016919,s1-eth1,750.00,160.00,910.00,160,750,9.00,2.00,11.00,2,9,0.00,0.00,0,0,6000.00,1280.00,7280.00,1280,6000
1667616390.016931,s2-eth2,500.00,250.00,750.00,250,500,6.00,3.00,9.00,3,6,0.00,0.00,0,0,4000.00,2000.00,6000.00,2000,4000
1667616390.016943,s2-eth3,67934.00,12019116.00,12087050.00,12019116,67934,1027.00,1042.00,2069.00,1042,1027,0.00,0.00,0,0,543472.00,96152928.00,96696400.00,96152928,543472
