1668556329.208915,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1668556329.208960,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1668556329.208972,docker0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1668556329.208985,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1668556329.208994,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1668556329.209004,s2-eth3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1668556329.209027,s1-eth3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1668556329.209037,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1668556329.209046,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1668556329.209069,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1668556330.209267,lo,7238.00,7238.00,14476.00,7238,7238,54.00,54.00,108.00,54,54,0.00,0.00,0,0,57904.00,57904.00,115808.00,57904,57904
1668556330.209301,eth0,222.00,192.00,414.00,192,222,3.00,2.00,5.00,2,3,0.00,0.00,0,0,1776.00,1536.00,3312.00,1536,1776
1668556330.209348,docker0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1668556330.209361,s1-eth1,66360.00,5430954.00,5497314.00,5430954,66360,808.00,979.00,1787.00,979,808,0.00,0.00,0,0,530880.00,43447632.00,43978512.00,43447632,530880
1668556330.209375,s2-eth2,53626.00,3337370.00,3390996.00,3337370,53626,707.00,917.00,1624.00,917,707,0.00,0.00,0,0,429008.00,26698960.00,27127968.00,26698960,429008
1668556330.209388,s2-eth3,49518.00,3997754.00,4047272.00,3997754,49518,625.00,853.00,1478.00,853,625,0.00,0.00,0,0,396144.00,31982032.00,32378176.00,31982032,396144
1668556330.209415,s1-eth3,12045918.00,167392.00,12213310.00,167392,12045918,2565.00,2116.00,4681.00,2116,2565,0.00,0.00,0,0,96367344.00,1339136.00,97706480.00,1339136,96367344
1668556330.209429,s1-eth2,102088.00,7330964.00,7433052.00,7330964,102088,1320.00,1772.00,3092.00,1772,1320,0.00,0.00,0,0,816704.00,58647712.00,59464416.00,58647712,816704
1668556330.209443,s2-eth1,7330964.00,102088.00,7433052.00,102088,7330964,1772.00,1320.00,3092.00,1320,1772,0.00,0.00,0,0,58647712.00,816704.00,59464416.00,816704,58647712
1668556330.209465,total,19655934.00,20373952.00,40029888.00,20373952,19655934,7854.00,8013.00,15867.00,8013,7854,0.00,0.00,0,0,157247472.00,162991616.00,320239104.00,162991616,157247472
1668556331.209714,lo,2450.00,2450.00,4900.00,2450,2450,22.00,22.00,44.00,22,22,0.00,0.00,0,0,19600.00,19600.00,39200.00,19600,19600
1668556331.209748,eth0,5456.00,6039.00,11495.00,6039,5456,15.00,15.00,30.00,15,15,0.00,0.00,0,0,43648.00,48312.00,91960.00,48312,43648
1668556331.209762,docker0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1668556331.209792,s1-eth1,56388.00,5142742.00,5199130.00,5142742,56388,854.00,935.00,1789.00,935,854,0.00,0.00,0,0,451104.00,41141936.00,41593040.00,41141936,451104
1668556331.209808,s2-eth2,69018.00,4671770.00,4740788.00,4671770,69018,1045.00,1061.00,2106.00,1061,1045,0.00,0.00,0,0,552144.00,37374160.00,37926304.00,37374160,552144
1668556331.209821,s2-eth3,50604.00,2351502.00,2402106.00,2351502,50604,766.00,811.00,1577.00,811,766,0.00,0.00,0,0,404832.00,18812016.00,19216848.00,18812016,404832
1668556331.209848,s1-eth3,12064806.00,175650.00,12240456.00,175650,12064806,2787.00,2661.00,5448.00,2661,2787,0.00,0.00,0,0,96518448.00,1405200.00,97923648.00,1405200,96518448
1668556331.209862,s1-eth2,119442.00,7023272.00,7142714.00,7023272,119442,1809.00,1872.00,3681.00,1872,1809,0.00,0.00,0,0,955536.00,56186176.00,57141712.00,56186176,955536
1668556331.209875,s2-eth1,7023272.00,119442.00,7142714.00,119442,7023272,1872.00,1809.00,3681.00,1809,1872,0.00,0.00,0,0,56186176.00,955536.00,57141712.00,955536,56186176
