20221110005052,10.0.0.2,48546,10.0.0.3,5001,1,0.0-1.0,2883644,23069152
20221110005053,10.0.0.2,48546,10.0.0.3,5001,1,1.0-2.0,1453176,11625408
20221110005054,10.0.0.2,48546,10.0.0.3,5001,1,2.0-3.0,1110728,8885824
20221110005055,10.0.0.2,48546,10.0.0.3,5001,1,3.0-4.0,1106968,8855744
20221110005056,10.0.0.2,48546,10.0.0.3,5001,1,4.0-5.0,193224,1545792
20221110005057,10.0.0.2,48546,10.0.0.3,5001,1,5.0-6.0,260640,2085120
20221110005058,10.0.0.2,48546,10.0.0.3,5001,1,6.0-7.0,325800,2606400
20221110005059,10.0.0.2,48546,10.0.0.3,5001,1,7.0-8.0,260640,2085120
20221110005100,10.0.0.2,48546,10.0.0.3,5001,1,8.0-9.0,391712,3133696
20221110005101,10.0.0.2,48546,10.0.0.3,5001,1,9.0-10.0,194728,1557824
20221110005102,10.0.0.2,48546,10.0.0.3,5001,1,10.0-11.0,325800,2606400
20221110005103,10.0.0.2,48546,10.0.0.3,5001,1,11.0-12.0,391712,3133696
20221110005104,10.0.0.2,48546,10.0.0.3,5001,1,12.0-13.0,259888,2079104
20221110005105,10.0.0.2,48546,10.0.0.3,5001,1,13.0-14.0,391712,3133696
20221110005106,10.0.0.2,48546,10.0.0.3,5001,1,14.0-15.0,325800,2606400
20221110005107,10.0.0.2,48546,10.0.0.3,5001,1,15.0-16.0,325800,2606400
20221110005108,10.0.0.2,48546,10.0.0.3,5001,1,16.0-17.0,325800,2606400
20221110005109,10.0.0.2,48546,10.0.0.3,5001,1,17.0-18.0,390960,3127680
20221110005110,10.0.0.2,48546,10.0.0.3,5001,1,18.0-19.0,194728,1557824
20221110005111,10.0.0.2,48546,10.0.0.3,5001,1,19.0-20.0,456872,3654976
20221110005112,10.0.0.2,48546,10.0.0.3,5001,1,20.0-21.0,195480,1563840
20221110005113,10.0.0.2,48546,10.0.0.3,5001,1,21.0-22.0,325800,2606400
20221110005114,10.0.0.2,48546,10.0.0.3,5001,1,22.0-23.0,390960,3127680
20221110005115,10.0.0.2,48546,10.0.0.3,5001,1,23.0-24.0,259888,2079104
20221110005116,10.0.0.2,48546,10.0.0.3,5001,1,24.0-25.0,456872,3654976
20221110005117,10.0.0.2,48546,10.0.0.3,5001,1,25.0-26.0,325800,2606400
20221110005118,10.0.0.2,48546,10.0.0.3,5001,1,26.0-27.0,390960,3127680
20221110005119,10.0.0.2,48546,10.0.0.3,5001,1,27.0-28.0,390960,3127680
20221110005120,10.0.0.2,48546,10.0.0.3,5001,1,28.0-29.0,390960,3127680
20221110005121,10.0.0.2,48546,10.0.0.3,5001,1,29.0-30.0,325800,2606400
20221110005122,10.0.0.2,48546,10.0.0.3,5001,1,30.0-31.0,521280,4170240
20221110005123,10.0.0.2,48546,10.0.0.3,5001,1,31.0-32.0,717512,5740096
20221110005124,10.0.0.2,48546,10.0.0.3,5001,1,32.0-33.0,586440,4691520
20221110005125,10.0.0.2,48546,10.0.0.3,5001,1,33.0-34.0,455368,3642944
20221110005126,10.0.0.2,48546,10.0.0.3,5001,1,34.0-35.0,586440,4691520
20221110005127,10.0.0.2,48546,10.0.0.3,5001,1,35.0-36.0,586440,4691520
20221110005128,10.0.0.2,48546,10.0.0.3,5001,1,36.0-37.0,586440,4691520
20221110005129,10.0.0.2,48546,10.0.0.3,5001,1,37.0-38.0,586440,4691520
20221110005130,10.0.0.2,48546,10.0.0.3,5001,1,38.0-39.0,586440,4691520
20221110005131,10.0.0.2,48546,10.0.0.3,5001,1,39.0-40.0,586440,4691520
20221110005132,10.0.0.2,48546,10.0.0.3,5001,1,40.0-41.0,586440,4691520
20221110005133,10.0.0.2,48546,10.0.0.3,5001,1,41.0-42.0,391712,3133696
20221110005134,10.0.0.2,48546,10.0.0.3,5001,1,42.0-43.0,586440,4691520
20221110005135,10.0.0.2,48546,10.0.0.3,5001,1,43.0-44.0,586440,4691520
20221110005136,10.0.0.2,48546,10.0.0.3,5001,1,44.0-45.0,586440,4691520
20221110005137,10.0.0.2,48546,10.0.0.3,5001,1,45.0-46.0,586440,4691520
20221110005138,10.0.0.2,48546,10.0.0.3,5001,1,46.0-47.0,586440,4691520
20221110005139,10.0.0.2,48546,10.0.0.3,5001,1,47.0-48.0,586440,4691520
20221110005140,10.0.0.2,48546,10.0.0.3,5001,1,48.0-49.0,520528,4164224
20221110005141,10.0.0.2,48546,10.0.0.3,5001,1,49.0-50.0,586440,4691520
20221110005142,10.0.0.2,48546,10.0.0.3,5001,1,50.0-51.0,586440,4691520
20221110005143,10.0.0.2,48546,10.0.0.3,5001,1,51.0-52.0,586440,4691520
20221110005144,10.0.0.2,48546,10.0.0.3,5001,1,52.0-53.0,586440,4691520
20221110005145,10.0.0.2,48546,10.0.0.3,5001,1,53.0-54.0,586440,4691520
20221110005146,10.0.0.2,48546,10.0.0.3,5001,1,54.0-55.0,717512,5740096
20221110005147,10.0.0.2,48546,10.0.0.3,5001,1,55.0-56.0,586440,4691520
20221110005148,10.0.0.2,48546,10.0.0.3,5001,1,56.0-57.0,586440,4691520
20221110005149,10.0.0.2,48546,10.0.0.3,5001,1,57.0-58.0,651600,5212800
20221110005150,10.0.0.2,48546,10.0.0.3,5001,1,58.0-59.0,781920,6255360
20221110005151,10.0.0.2,48546,10.0.0.3,5001,1,59.0-60.0,781920,6255360
20221110005151,10.0.0.2,48546,10.0.0.3,5001,1,60.0-65.0,128816,208169
20221110005151,10.0.0.2,48546,10.0.0.3,5001,1,0.0-65.0,33007220,4065527
